payment_id,customer_id,staff_id,rental_id,amount,payment_date.1,payment_timestamp,last_update,payment_month,amount_category,payment_year
10372,383,1,2609,7.99,19-06-2005,07:13:12,15-02-2006 22:17,Jun-2005,High,2005
10373,383,1,3091,2.99,20-06-2005,16:02:59,15-02-2006 22:17,Jun-2005,Low,2005
10374,383,2,4747,5.99,08-07-2005,13:53:01,15-02-2006 22:17,Jul-2005,High,2005
10375,383,2,6091,4.99,11-07-2005,05:49:18,15-02-2006 22:17,Jul-2005,Low,2005
10376,383,2,6244,0.99,11-07-2005,14:53:38,15-02-2006 22:17,Jul-2005,Low,2005
10377,383,1,6775,4.99,12-07-2005,16:01:44,15-02-2006 22:17,Jul-2005,Low,2005
10378,383,1,7367,3.99,27-07-2005,15:05:45,15-02-2006 22:17,Jul-2005,Low,2005
10379,383,2,8367,2.99,29-07-2005,05:11:19,15-02-2006 22:17,Jul-2005,Low,2005
10380,383,1,8635,0.99,29-07-2005,14:22:48,15-02-2006 22:17,Jul-2005,Low,2005
10381,383,1,9653,0.99,31-07-2005,05:55:38,15-02-2006 22:17,Jul-2005,Low,2005
10382,383,1,9678,0.99,31-07-2005,06:40:47,15-02-2006 22:17,Jul-2005,Low,2005
10383,383,2,10515,4.99,01-08-2005,11:41:33,15-02-2006 22:17,Aug-2005,Low,2005
10384,383,1,10971,4.99,02-08-2005,04:08:17,15-02-2006 22:17,Aug-2005,Low,2005
10385,383,2,10993,0.99,02-08-2005,04:45:01,15-02-2006 22:17,Aug-2005,Low,2005
10386,383,2,11122,0.99,02-08-2005,08:49:09,15-02-2006 22:17,Aug-2005,Low,2005
10387,383,1,11592,2.99,17-08-2005,02:36:04,15-02-2006 22:17,Aug-2005,Low,2005
10388,383,1,12735,4.99,18-08-2005,22:04:54,15-02-2006 22:17,Aug-2005,Low,2005
10389,383,2,14039,4.99,20-08-2005,21:39:43,15-02-2006 22:17,Aug-2005,Low,2005
10390,383,2,14678,4.99,21-08-2005,20:12:43,15-02-2006 22:17,Aug-2005,Low,2005
10391,383,1,15416,1.99,22-08-2005,23:51:23,15-02-2006 22:17,Aug-2005,Low,2005
10392,383,1,15881,6.99,23-08-2005,16:44:25,15-02-2006 22:17,Aug-2005,High,2005
10393,384,2,103,4.99,25-05-2005,17:30:42,15-02-2006 22:17,May-2005,Low,2005
10394,384,2,279,2.99,26-05-2005,18:02:50,15-02-2006 22:17,May-2005,Low,2005
10395,384,1,898,0.99,30-05-2005,09:26:19,15-02-2006 22:17,May-2005,Low,2005
10396,384,2,1013,2.99,31-05-2005,02:37:00,15-02-2006 22:17,May-2005,Low,2005
10397,384,1,1961,0.99,17-06-2005,09:02:58,15-02-2006 22:17,Jun-2005,Low,2005
10398,384,2,2020,0.99,17-06-2005,12:39:50,15-02-2006 22:17,Jun-2005,Low,2005
10399,384,1,2378,7.99,18-06-2005,14:57:49,15-02-2006 22:17,Jun-2005,High,2005
10400,384,2,2510,5.99,18-06-2005,23:44:21,15-02-2006 22:17,Jun-2005,High,2005
10401,384,2,2935,3.99,20-06-2005,05:07:24,15-02-2006 22:17,Jun-2005,Low,2005
10402,384,1,3088,9.99,20-06-2005,15:56:05,15-02-2006 22:17,Jun-2005,High,2005
10403,384,2,3101,4.99,20-06-2005,16:48:58,15-02-2006 22:17,Jun-2005,Low,2005
10404,384,2,4424,0.99,07-07-2005,22:14:43,15-02-2006 22:17,Jul-2005,Low,2005
10405,384,2,5250,0.99,09-07-2005,13:35:32,15-02-2006 22:17,Jul-2005,Low,2005
10406,384,1,5608,4.99,10-07-2005,05:08:26,15-02-2006 22:17,Jul-2005,Low,2005
10407,384,2,5797,4.99,10-07-2005,14:43:52,15-02-2006 22:17,Jul-2005,Low,2005
10408,384,2,5966,2.99,10-07-2005,23:59:27,15-02-2006 22:17,Jul-2005,Low,2005
10409,384,2,6387,0.99,11-07-2005,22:15:56,15-02-2006 22:17,Jul-2005,Low,2005
10410,384,2,7799,0.99,28-07-2005,07:42:09,15-02-2006 22:17,Jul-2005,Low,2005
10411,384,1,8445,1.99,29-07-2005,07:37:48,15-02-2006 22:17,Jul-2005,Low,2005
10412,384,2,11773,5.99,17-08-2005,10:19:51,15-02-2006 22:17,Aug-2005,High,2005
10413,384,2,13521,2.99,20-08-2005,02:42:28,15-02-2006 22:17,Aug-2005,Low,2005
10414,384,2,14416,2.99,21-08-2005,11:11:46,15-02-2006 22:17,Aug-2005,Low,2005
10415,384,1,14841,0.99,22-08-2005,02:03:30,15-02-2006 22:17,Aug-2005,Low,2005
10416,384,1,14963,5.99,22-08-2005,06:38:10,15-02-2006 22:17,Aug-2005,High,2005
10417,384,2,15321,4.99,22-08-2005,20:20:04,15-02-2006 22:17,Aug-2005,Low,2005
10418,385,1,917,2.99,30-05-2005,11:27:06,15-02-2006 22:17,May-2005,Low,2005
10419,385,2,1038,4.99,31-05-2005,05:23:47,15-02-2006 22:17,May-2005,Low,2005
10420,385,1,1746,2.99,16-06-2005,16:41:19,15-02-2006 22:17,Jun-2005,Low,2005
10421,385,1,1937,0.99,17-06-2005,07:16:46,15-02-2006 22:17,Jun-2005,Low,2005
10422,385,1,3105,0.99,20-06-2005,17:11:46,15-02-2006 22:17,Jun-2005,Low,2005
10423,385,2,3878,8.99,06-07-2005,18:27:09,15-02-2006 22:17,Jul-2005,High,2005
10424,385,2,3953,0.99,06-07-2005,21:54:55,15-02-2006 22:17,Jul-2005,Low,2005
10425,385,1,4714,6.99,08-07-2005,12:12:48,15-02-2006 22:17,Jul-2005,High,2005
10426,385,1,5783,2.99,10-07-2005,13:55:33,15-02-2006 22:17,Jul-2005,Low,2005
10427,385,1,6445,4.99,12-07-2005,00:37:02,15-02-2006 22:17,Jul-2005,Low,2005
10428,385,2,6933,4.99,26-07-2005,23:09:23,15-02-2006 22:17,Jul-2005,Low,2005
10429,385,2,7776,0.99,28-07-2005,07:04:36,15-02-2006 22:17,Jul-2005,Low,2005
10430,385,1,8346,2.99,29-07-2005,04:48:22,15-02-2006 22:17,Jul-2005,Low,2005
10431,385,1,8518,2.99,29-07-2005,10:05:27,15-02-2006 22:17,Jul-2005,Low,2005
10432,385,1,9570,2.99,31-07-2005,02:40:37,15-02-2006 22:17,Jul-2005,Low,2005
10433,385,1,9704,4.99,31-07-2005,07:39:32,15-02-2006 22:17,Jul-2005,Low,2005
10434,385,1,10557,0.99,01-08-2005,12:59:24,15-02-2006 22:17,Aug-2005,Low,2005
10435,385,1,10636,3.99,01-08-2005,15:40:35,15-02-2006 22:17,Aug-2005,Low,2005
10436,385,1,10655,4.99,01-08-2005,16:33:27,15-02-2006 22:17,Aug-2005,Low,2005
10437,385,1,11021,2.99,02-08-2005,05:30:11,15-02-2006 22:17,Aug-2005,Low,2005
10438,385,1,11559,2.99,17-08-2005,01:20:26,15-02-2006 22:17,Aug-2005,Low,2005
10439,385,2,12310,2.99,18-08-2005,06:02:34,15-02-2006 22:17,Aug-2005,Low,2005
10440,385,2,12686,8.99,18-08-2005,19:55:09,15-02-2006 22:17,Aug-2005,High,2005
10441,385,2,13062,7.99,19-08-2005,09:44:17,15-02-2006 22:17,Aug-2005,High,2005
10442,385,1,13117,0.99,19-08-2005,11:33:20,15-02-2006 22:17,Aug-2005,Low,2005
10443,385,1,15488,6.99,23-08-2005,02:06:01,15-02-2006 22:17,Aug-2005,High,2005
10444,386,1,583,7.99,28-05-2005,11:48:55,15-02-2006 22:17,May-2005,High,2005
10445,386,2,1585,3.99,16-06-2005,04:51:13,15-02-2006 22:17,Jun-2005,Low,2005
10446,386,1,1608,2.99,16-06-2005,06:28:57,15-02-2006 22:17,Jun-2005,Low,2005
10447,386,2,1819,5.99,16-06-2005,21:32:50,15-02-2006 22:17,Jun-2005,High,2005
10448,386,1,2732,0.99,19-06-2005,15:19:39,15-02-2006 22:17,Jun-2005,Low,2005
10449,386,1,3351,2.99,21-06-2005,11:21:39,15-02-2006 22:17,Jun-2005,Low,2005
10450,386,2,3783,6.99,06-07-2005,13:57:31,15-02-2006 22:17,Jul-2005,High,2005
10451,386,1,4189,8.99,07-07-2005,10:51:07,15-02-2006 22:17,Jul-2005,High,2005
10452,386,1,5524,0.99,10-07-2005,01:49:24,15-02-2006 22:17,Jul-2005,Low,2005
10453,386,1,5953,2.99,10-07-2005,23:21:35,15-02-2006 22:17,Jul-2005,Low,2005
10454,386,1,6037,4.99,11-07-2005,03:06:54,15-02-2006 22:17,Jul-2005,Low,2005
10455,386,1,6222,2.99,11-07-2005,13:25:49,15-02-2006 22:17,Jul-2005,Low,2005
10456,386,2,6261,2.99,11-07-2005,15:28:34,15-02-2006 22:17,Jul-2005,Low,2005
10457,386,1,6324,3.99,11-07-2005,19:02:34,15-02-2006 22:17,Jul-2005,Low,2005
10458,386,2,6715,4.99,12-07-2005,13:32:28,15-02-2006 22:17,Jul-2005,Low,2005
10459,386,2,8340,4.99,29-07-2005,04:41:44,15-02-2006 22:17,Jul-2005,Low,2005
10460,386,1,8751,2.99,29-07-2005,19:14:39,15-02-2006 22:17,Jul-2005,Low,2005
10461,386,2,9602,0.99,31-07-2005,03:42:51,15-02-2006 22:17,Jul-2005,Low,2005
10462,386,1,9686,5.99,31-07-2005,06:50:06,15-02-2006 22:17,Jul-2005,High,2005
10463,386,1,10572,4.99,01-08-2005,13:26:53,15-02-2006 22:17,Aug-2005,Low,2005
10464,386,2,10618,3.99,01-08-2005,15:06:38,15-02-2006 22:17,Aug-2005,Low,2005
10465,386,1,10715,2.99,01-08-2005,18:51:48,15-02-2006 22:17,Aug-2005,Low,2005
10466,386,2,11128,2.99,02-08-2005,09:03:25,15-02-2006 22:17,Aug-2005,Low,2005
10467,386,2,11695,4.99,17-08-2005,07:01:08,15-02-2006 22:17,Aug-2005,Low,2005
10468,386,2,12961,2.99,19-08-2005,06:22:37,15-02-2006 22:17,Aug-2005,Low,2005
10469,386,1,13716,3.99,20-08-2005,09:48:32,15-02-2006 22:17,Aug-2005,Low,2005
10470,386,1,13764,2.99,20-08-2005,11:38:16,15-02-2006 22:17,Aug-2005,Low,2005
10471,386,2,13869,6.99,20-08-2005,15:08:57,15-02-2006 22:17,Aug-2005,High,2005
10472,386,1,15949,0.99,23-08-2005,19:06:04,15-02-2006 22:17,Aug-2005,Low,2005
10473,387,2,302,4.99,26-05-2005,21:13:46,15-02-2006 22:17,May-2005,Low,2005
10474,387,1,697,7.99,29-05-2005,02:04:04,15-02-2006 22:17,May-2005,High,2005
10475,387,1,841,4.99,30-05-2005,00:31:17,15-02-2006 22:17,May-2005,Low,2005
10476,387,1,1127,3.99,31-05-2005,17:45:49,15-02-2006 22:17,May-2005,Low,2005
10477,387,1,1464,0.99,15-06-2005,20:38:14,15-02-2006 22:17,Jun-2005,Low,2005
10478,387,2,1465,0.99,15-06-2005,20:43:08,15-02-2006 22:17,Jun-2005,Low,2005
10479,387,1,2068,0.99,17-06-2005,16:11:46,15-02-2006 22:17,Jun-2005,Low,2005
10480,387,2,2100,0.99,17-06-2005,18:53:21,15-02-2006 22:17,Jun-2005,Low,2005
10481,387,2,2981,5.99,20-06-2005,08:35:17,15-02-2006 22:17,Jun-2005,High,2005
10482,387,2,3378,4.99,21-06-2005,13:51:28,15-02-2006 22:17,Jun-2005,Low,2005
10483,387,2,6216,4.99,11-07-2005,12:57:05,15-02-2006 22:17,Jul-2005,Low,2005
10484,387,2,6456,6.99,12-07-2005,01:05:11,15-02-2006 22:17,Jul-2005,High,2005
10485,387,1,6517,5.99,12-07-2005,03:52:39,15-02-2006 22:17,Jul-2005,High,2005
10486,387,1,7497,0.99,27-07-2005,20:05:27,15-02-2006 22:17,Jul-2005,Low,2005
10487,387,1,8090,2.99,28-07-2005,18:27:29,15-02-2006 22:17,Jul-2005,Low,2005
10488,387,1,10564,0.99,01-08-2005,13:07:34,15-02-2006 22:17,Aug-2005,Low,2005
10489,387,1,10838,4.99,01-08-2005,23:36:10,15-02-2006 22:17,Aug-2005,Low,2005
10490,387,2,11682,2.99,17-08-2005,06:13:40,15-02-2006 22:17,Aug-2005,Low,2005
10491,387,2,12153,4.99,18-08-2005,00:22:30,15-02-2006 22:17,Aug-2005,Low,2005
10492,387,1,12936,6.99,19-08-2005,05:25:06,15-02-2006 22:17,Aug-2005,High,2005
10493,387,2,13034,2.99,19-08-2005,08:41:29,15-02-2006 22:17,Aug-2005,Low,2005
10494,387,1,13082,5.99,19-08-2005,10:19:19,15-02-2006 22:17,Aug-2005,High,2005
10495,387,2,13645,0.99,20-08-2005,07:47:05,15-02-2006 22:17,Aug-2005,Low,2005
10496,387,2,13772,4.99,20-08-2005,11:47:52,15-02-2006 22:17,Aug-2005,Low,2005
10497,387,2,14279,5.99,21-08-2005,06:39:08,15-02-2006 22:17,Aug-2005,High,2005
10498,387,2,14979,0.99,22-08-2005,07:16:36,15-02-2006 22:17,Aug-2005,Low,2005
10499,388,2,21,4.99,25-05-2005,01:59:46,15-02-2006 22:17,May-2005,Low,2005
10500,388,2,411,4.99,27-05-2005,14:14:14,15-02-2006 22:17,May-2005,Low,2005
10501,388,2,1276,6.99,15-06-2005,08:00:13,15-02-2006 22:17,Jun-2005,High,2005
10502,388,1,2145,0.99,17-06-2005,22:10:36,15-02-2006 22:17,Jun-2005,Low,2005
10503,388,1,2537,5.99,19-06-2005,01:52:21,15-02-2006 22:17,Jun-2005,High,2005
10504,388,1,2692,4.99,19-06-2005,13:08:19,15-02-2006 22:17,Jun-2005,Low,2005
10505,388,2,3159,7.99,20-06-2005,21:11:50,15-02-2006 22:17,Jun-2005,High,2005
10506,388,2,4947,5.99,08-07-2005,22:49:37,15-02-2006 22:17,Jul-2005,High,2005
10507,388,2,5899,2.99,10-07-2005,20:21:52,15-02-2006 22:17,Jul-2005,Low,2005
10508,388,2,6321,2.99,11-07-2005,18:51:02,15-02-2006 22:17,Jul-2005,Low,2005
10509,388,1,6452,2.99,12-07-2005,00:57:31,15-02-2006 22:17,Jul-2005,Low,2005
10510,388,2,7985,5.99,28-07-2005,14:29:01,15-02-2006 22:17,Jul-2005,High,2005
10511,388,2,8456,3.99,29-07-2005,07:58:31,15-02-2006 22:17,Jul-2005,Low,2005
10512,388,2,9213,0.99,30-07-2005,13:07:11,15-02-2006 22:17,Jul-2005,Low,2005
10513,388,2,9368,2.99,30-07-2005,18:50:53,15-02-2006 22:17,Jul-2005,Low,2005
10514,388,2,9840,2.99,31-07-2005,12:23:18,15-02-2006 22:17,Jul-2005,Low,2005
10515,388,2,9940,0.99,31-07-2005,15:29:06,15-02-2006 22:17,Jul-2005,Low,2005
10516,388,2,10044,2.99,31-07-2005,19:02:33,15-02-2006 22:17,Jul-2005,Low,2005
10517,388,2,11604,0.99,17-08-2005,03:28:27,15-02-2006 22:17,Aug-2005,Low,2005
10518,388,2,12044,0.99,17-08-2005,20:39:37,15-02-2006 22:17,Aug-2005,Low,2005
10519,388,1,12068,2.99,17-08-2005,21:37:08,15-02-2006 22:17,Aug-2005,Low,2005
10520,388,2,12267,6.99,18-08-2005,04:24:30,15-02-2006 22:17,Aug-2005,High,2005
10521,388,2,12497,4.99,18-08-2005,12:58:40,15-02-2006 22:17,Aug-2005,Low,2005
10522,388,2,12646,2.99,18-08-2005,18:25:06,15-02-2006 22:17,Aug-2005,Low,2005
10523,388,1,12749,2.99,18-08-2005,22:31:21,15-02-2006 22:17,Aug-2005,Low,2005
10524,388,1,12977,4.99,19-08-2005,06:55:33,15-02-2006 22:17,Aug-2005,Low,2005
10525,388,1,14273,10.99,21-08-2005,06:26:48,15-02-2006 22:17,Aug-2005,High,2005
10526,388,2,14853,5.99,22-08-2005,02:26:33,15-02-2006 22:17,Aug-2005,High,2005
10527,388,2,15660,5.99,23-08-2005,08:51:21,15-02-2006 22:17,Aug-2005,High,2005
10528,388,1,12891,0.99,14-02-2006,15:16:03,15-02-2006 22:17,Feb-2006,Low,2006
10529,389,1,998,4.99,31-05-2005,00:16:57,15-02-2006 22:17,May-2005,Low,2005
10530,389,1,1763,4.99,16-06-2005,17:51:01,15-02-2006 22:17,Jun-2005,Low,2005
10531,389,1,1946,4.99,17-06-2005,07:58:39,15-02-2006 22:17,Jun-2005,Low,2005
10532,389,1,2552,3.99,19-06-2005,03:01:29,15-02-2006 22:17,Jun-2005,Low,2005
10533,389,2,3527,0.99,06-07-2005,01:11:08,15-02-2006 22:17,Jul-2005,Low,2005
10534,389,1,4443,6.99,07-07-2005,23:05:53,15-02-2006 22:17,Jul-2005,High,2005
10535,389,1,5249,0.99,09-07-2005,13:33:53,15-02-2006 22:17,Jul-2005,Low,2005
10536,389,2,5626,3.99,10-07-2005,05:49:35,15-02-2006 22:17,Jul-2005,Low,2005
10537,389,2,6104,2.99,11-07-2005,07:01:35,15-02-2006 22:17,Jul-2005,Low,2005
10538,389,1,6600,3.99,12-07-2005,07:41:48,15-02-2006 22:17,Jul-2005,Low,2005
10539,389,1,7029,4.99,27-07-2005,02:57:43,15-02-2006 22:17,Jul-2005,Low,2005
10540,389,1,7896,8.99,28-07-2005,11:00:58,15-02-2006 22:17,Jul-2005,High,2005
10541,389,2,7977,4.99,28-07-2005,14:15:54,15-02-2006 22:17,Jul-2005,Low,2005
10542,389,1,8338,6.99,29-07-2005,04:40:39,15-02-2006 22:17,Jul-2005,High,2005
10543,389,1,8887,4.99,30-07-2005,00:36:54,15-02-2006 22:17,Jul-2005,Low,2005
10544,389,1,10217,4.99,01-08-2005,01:07:27,15-02-2006 22:17,Aug-2005,Low,2005
10545,389,1,10949,2.99,02-08-2005,03:24:04,15-02-2006 22:17,Aug-2005,Low,2005
10546,389,2,11348,4.99,02-08-2005,17:18:38,15-02-2006 22:17,Aug-2005,Low,2005
10547,389,2,11441,2.99,02-08-2005,20:25:41,15-02-2006 22:17,Aug-2005,Low,2005
10548,389,2,11944,3.99,17-08-2005,17:02:42,15-02-2006 22:17,Aug-2005,Low,2005
10549,389,2,12069,4.99,17-08-2005,21:39:40,15-02-2006 22:17,Aug-2005,Low,2005
10550,389,2,14493,7.99,21-08-2005,14:01:44,15-02-2006 22:17,Aug-2005,High,2005
10551,389,1,14578,2.99,21-08-2005,16:53:38,15-02-2006 22:17,Aug-2005,Low,2005
10552,389,1,14777,2.99,21-08-2005,23:55:50,15-02-2006 22:17,Aug-2005,Low,2005
10553,389,1,15462,5.99,23-08-2005,01:14:01,15-02-2006 22:17,Aug-2005,High,2005
10554,389,2,16011,9.99,23-08-2005,21:11:33,15-02-2006 22:17,Aug-2005,High,2005
10555,390,1,254,4.99,26-05-2005,14:43:48,15-02-2006 22:17,May-2005,Low,2005
10556,390,2,912,4.99,30-05-2005,10:58:33,15-02-2006 22:17,May-2005,Low,2005
10557,390,2,1539,5.99,16-06-2005,01:11:25,15-02-2006 22:17,Jun-2005,High,2005
10558,390,2,1730,2.99,16-06-2005,15:30:01,15-02-2006 22:17,Jun-2005,Low,2005
10559,390,2,1893,2.99,17-06-2005,04:18:37,15-02-2006 22:17,Jun-2005,Low,2005
10560,390,1,2330,7.99,18-06-2005,10:41:19,15-02-2006 22:17,Jun-2005,High,2005
10561,390,1,3147,5.99,20-06-2005,20:25:17,15-02-2006 22:17,Jun-2005,High,2005
10562,390,1,3999,2.99,06-07-2005,23:50:54,15-02-2006 22:17,Jul-2005,Low,2005
10563,390,1,4022,4.99,07-07-2005,01:50:06,15-02-2006 22:17,Jul-2005,Low,2005
10564,390,2,4191,3.99,07-07-2005,10:56:14,15-02-2006 22:17,Jul-2005,Low,2005
10565,390,2,4310,2.99,07-07-2005,17:30:56,15-02-2006 22:17,Jul-2005,Low,2005
10566,390,1,4968,5.99,08-07-2005,23:49:19,15-02-2006 22:17,Jul-2005,High,2005
10567,390,1,6215,4.99,11-07-2005,12:52:36,15-02-2006 22:17,Jul-2005,Low,2005
10568,390,1,6430,0.99,12-07-2005,00:03:34,15-02-2006 22:17,Jul-2005,Low,2005
10569,390,2,7515,3.99,27-07-2005,20:52:37,15-02-2006 22:17,Jul-2005,Low,2005
10570,390,1,7595,5.99,27-07-2005,23:32:23,15-02-2006 22:17,Jul-2005,High,2005
10571,390,1,8493,0.99,29-07-2005,09:04:31,15-02-2006 22:17,Jul-2005,Low,2005
10572,390,1,9251,5.99,30-07-2005,14:19:25,15-02-2006 22:17,Jul-2005,High,2005
10573,390,2,9314,2.99,30-07-2005,17:05:19,15-02-2006 22:17,Jul-2005,Low,2005
10574,390,1,9825,4.99,31-07-2005,11:50:51,15-02-2006 22:17,Jul-2005,Low,2005
10575,390,1,10061,4.99,31-07-2005,19:23:25,15-02-2006 22:17,Jul-2005,Low,2005
10576,390,1,12105,5.99,17-08-2005,22:54:45,15-02-2006 22:17,Aug-2005,High,2005
10577,390,2,12803,2.99,19-08-2005,00:28:21,15-02-2006 22:17,Aug-2005,Low,2005
10578,390,1,13413,3.99,19-08-2005,22:46:46,15-02-2006 22:17,Aug-2005,Low,2005
10579,390,1,13473,4.99,20-08-2005,01:03:50,15-02-2006 22:17,Aug-2005,Low,2005
10580,390,1,13501,0.99,20-08-2005,01:56:20,15-02-2006 22:17,Aug-2005,Low,2005
10581,390,2,13546,3.99,20-08-2005,03:50:24,15-02-2006 22:17,Aug-2005,Low,2005
10582,390,2,13591,3.99,20-08-2005,05:50:05,15-02-2006 22:17,Aug-2005,Low,2005
10583,390,2,13618,7.99,20-08-2005,06:36:46,15-02-2006 22:17,Aug-2005,High,2005
10584,390,2,13893,5.99,20-08-2005,15:52:52,15-02-2006 22:17,Aug-2005,High,2005
10585,390,2,15222,4.99,22-08-2005,17:12:30,15-02-2006 22:17,Aug-2005,Low,2005
10586,390,2,15303,8.99,22-08-2005,19:44:59,15-02-2006 22:17,Aug-2005,High,2005
10587,390,2,15376,4.99,22-08-2005,22:21:35,15-02-2006 22:17,Aug-2005,Low,2005
10588,391,2,73,4.99,25-05-2005,11:00:07,15-02-2006 22:17,May-2005,Low,2005
10589,391,1,210,2.99,26-05-2005,08:14:15,15-02-2006 22:17,May-2005,Low,2005
10590,391,1,317,5.99,26-05-2005,23:23:56,15-02-2006 22:17,May-2005,High,2005
10591,391,2,870,2.99,30-05-2005,04:25:47,15-02-2006 22:17,May-2005,Low,2005
10592,391,1,891,7.99,30-05-2005,07:43:12,15-02-2006 22:17,May-2005,High,2005
10593,391,2,1232,0.99,15-06-2005,04:18:10,15-02-2006 22:17,Jun-2005,Low,2005
10594,391,2,1931,0.99,17-06-2005,06:51:56,15-02-2006 22:17,Jun-2005,Low,2005
10595,391,1,2045,2.99,17-06-2005,14:38:11,15-02-2006 22:17,Jun-2005,Low,2005
10596,391,1,2690,2.99,19-06-2005,13:00:02,15-02-2006 22:17,Jun-2005,Low,2005
10597,391,2,3163,2.99,20-06-2005,21:22:13,15-02-2006 22:17,Jun-2005,Low,2005
10598,391,1,4188,5.99,07-07-2005,10:45:29,15-02-2006 22:17,Jul-2005,High,2005
10599,391,1,4716,0.99,08-07-2005,12:18:51,15-02-2006 22:17,Jul-2005,Low,2005
10600,391,2,4753,0.99,08-07-2005,14:18:41,15-02-2006 22:17,Jul-2005,Low,2005
10601,391,2,5583,7.99,10-07-2005,04:08:48,15-02-2006 22:17,Jul-2005,High,2005
10602,391,1,5599,4.99,10-07-2005,04:52:04,15-02-2006 22:17,Jul-2005,Low,2005
10603,391,1,6302,3.99,11-07-2005,17:55:38,15-02-2006 22:17,Jul-2005,Low,2005
10604,391,1,6463,2.99,12-07-2005,01:16:11,15-02-2006 22:17,Jul-2005,Low,2005
10605,391,2,8016,0.99,28-07-2005,15:35:41,15-02-2006 22:17,Jul-2005,Low,2005
10606,391,1,8908,0.99,30-07-2005,01:26:05,15-02-2006 22:17,Jul-2005,Low,2005
10607,391,2,8913,6.99,30-07-2005,01:35:01,15-02-2006 22:17,Jul-2005,High,2005
10608,391,1,9225,0.99,30-07-2005,13:29:47,15-02-2006 22:17,Jul-2005,Low,2005
10609,391,1,10210,7.99,01-08-2005,00:58:52,15-02-2006 22:17,Aug-2005,High,2005
10610,391,2,10406,2.99,01-08-2005,07:37:05,15-02-2006 22:17,Aug-2005,Low,2005
10611,391,1,11151,4.99,02-08-2005,09:52:44,15-02-2006 22:17,Aug-2005,Low,2005
10612,391,2,11434,2.99,02-08-2005,20:13:14,15-02-2006 22:17,Aug-2005,Low,2005
10613,391,1,11602,4.99,17-08-2005,03:21:19,15-02-2006 22:17,Aug-2005,Low,2005
10614,391,1,12090,0.99,17-08-2005,22:21:43,15-02-2006 22:17,Aug-2005,Low,2005
10615,391,1,12100,1.99,17-08-2005,22:41:10,15-02-2006 22:17,Aug-2005,Low,2005
10616,391,1,13980,2.99,20-08-2005,19:04:40,15-02-2006 22:17,Aug-2005,Low,2005
10617,391,1,14381,0.99,21-08-2005,09:55:47,15-02-2006 22:17,Aug-2005,Low,2005
10618,392,2,1530,6.99,16-06-2005,00:38:07,15-02-2006 22:17,Jun-2005,High,2005
10619,392,2,1764,2.99,16-06-2005,17:51:54,15-02-2006 22:17,Jun-2005,Low,2005
10620,392,2,2289,2.99,18-06-2005,07:29:43,15-02-2006 22:17,Jun-2005,Low,2005
10621,392,2,2890,4.99,20-06-2005,02:00:45,15-02-2006 22:17,Jun-2005,Low,2005
10622,392,1,3566,2.99,06-07-2005,03:08:51,15-02-2006 22:17,Jul-2005,Low,2005
10623,392,2,6061,0.99,11-07-2005,04:06:25,15-02-2006 22:17,Jul-2005,Low,2005
10624,392,2,6406,2.99,11-07-2005,22:55:27,15-02-2006 22:17,Jul-2005,Low,2005
10625,392,1,7692,2.99,28-07-2005,03:30:21,15-02-2006 22:17,Jul-2005,Low,2005
10626,392,1,7981,1.99,28-07-2005,14:18:25,15-02-2006 22:17,Jul-2005,Low,2005
10627,392,1,8254,0.99,29-07-2005,00:59:31,15-02-2006 22:17,Jul-2005,Low,2005
10628,392,2,8612,9.99,29-07-2005,13:28:20,15-02-2006 22:17,Jul-2005,High,2005
10629,392,2,10085,0.99,31-07-2005,20:12:02,15-02-2006 22:17,Jul-2005,Low,2005
10630,392,1,10435,4.99,01-08-2005,08:50:51,15-02-2006 22:17,Aug-2005,Low,2005
10631,392,1,11459,0.99,02-08-2005,21:25:25,15-02-2006 22:17,Aug-2005,Low,2005
10632,392,1,11686,2.99,17-08-2005,06:39:30,15-02-2006 22:17,Aug-2005,Low,2005
10633,392,2,12102,6.99,17-08-2005,22:45:26,15-02-2006 22:17,Aug-2005,High,2005
10634,392,1,12368,6.99,18-08-2005,07:57:38,15-02-2006 22:17,Aug-2005,High,2005
10635,392,2,12561,0.99,18-08-2005,14:58:51,15-02-2006 22:17,Aug-2005,Low,2005
10636,392,1,13629,4.99,20-08-2005,07:04:07,15-02-2006 22:17,Aug-2005,Low,2005
10637,392,2,14081,7.99,20-08-2005,23:35:13,15-02-2006 22:17,Aug-2005,High,2005
10638,392,1,14223,5.99,21-08-2005,04:51:51,15-02-2006 22:17,Aug-2005,High,2005
10639,392,2,14369,0.99,21-08-2005,09:33:44,15-02-2006 22:17,Aug-2005,Low,2005
10640,392,2,14438,5.99,21-08-2005,11:51:10,15-02-2006 22:17,Aug-2005,High,2005
10641,393,1,599,4.99,28-05-2005,14:05:57,15-02-2006 22:17,May-2005,Low,2005
10642,393,2,886,0.99,30-05-2005,06:54:51,15-02-2006 22:17,May-2005,Low,2005
10643,393,1,1611,6.99,16-06-2005,06:41:35,15-02-2006 22:17,Jun-2005,High,2005
10644,393,2,1915,1.99,17-06-2005,05:28:28,15-02-2006 22:17,Jun-2005,Low,2005
10645,393,2,2219,2.99,18-06-2005,03:16:54,15-02-2006 22:17,Jun-2005,Low,2005
10646,393,1,2319,4.99,18-06-2005,09:24:22,15-02-2006 22:17,Jun-2005,Low,2005
